pair,trial,repetition,role,tangram,message,num_words,correct
pair55,71,6,director,J,head on a block that curves inward at bottom,9,1
pair55,72,6,director,L,on knees with arms out to the right,8,1
pair56,1,1,director,B,the small square is on top with a rectangle to the right,12,0
pair56,1,1,director,B,the rectangle is touching the square,6,0
pair56,1,1,matcher,B,sitting or standing person,4,0
pair56,1,1,director,B,kneeling,1,0
pair56,1,1,director,B,facing the right,3,0
pair56,1,1,matcher,B,feet kinda up behind them or flat,7,0
pair56,1,1,director,B,flat,1,0
pair56,2,1,director,D,standing facing the left,4,1
pair56,2,1,matcher,D,both feet on ground?,4,1
pair56,2,1,director,D,arms are straight out,4,1
pair56,2,1,director,D,yes both feet on ground,5,1
pair56,2,1,matcher,D,like they are holding a bowl or something in their arms?,11,1
pair56,3,1,director,L,halfway kneeling and facing the right,6,1
pair56,3,1,director,L,back is flat,3,1
pair56,3,1,matcher,L,s shape almost to body? hands and feet,8,1
pair56,4,1,director,A,one leg up facing the left,6,1
pair56,4,1,matcher,A,both arms out?,3,1
pair56,4,1,director,A,no arms,2,1
pair56,4,1,matcher,A,looks like head is going to fall off to the right?,11,1
pair56,5,1,director,H,this one looks like it has no arms or legs,10,1
pair56,5,1,matcher,H,oval shape body sitting or more square one?,8,1
pair56,5,1,director,H,just sitting,2,1
pair56,5,1,director,H,kind of oval,3,1
pair56,6,1,director,K,kneeling with a small triangle on the back and it looks like a triangle for their arms,17,0
pair56,7,1,director,C,this one looks like they would be doing the YMCA dance,11,1
pair56,7,1,director,C,no legs,2,1
pair56,8,1,director,F,sitting with their knees up,5,1
pair56,8,1,director,F,facing left,2,1
pair56,8,1,matcher,F,like they kinda fell asleep? head tipped down,8,1
pair56,8,1,director,F,yes slouched over,3,1
pair56,9,1,director,J,the body looks like a cliff,6,1
pair56,9,1,director,J,facing the right,3,1
pair56,9,1,matcher,J,so almost a solid rectangle with a diamond on top,10,1
pair56,10,1,director,E,looks like rabbit ears,4,1
pair56,10,1,director,E,facing right,2,1
pair56,11,1,director,G,triangle arm and foot on right side,7,1
pair56,11,1,director,G,almost like they are doing the splits,7,1
pair56,11,1,matcher,G,with the arms in the air stretching,7,1
pair56,11,1,director,G,it has one big leg and then a triangle on the opposite side,13,1
pair56,11,1,director,G,arms are up,3,1
pair56,12,1,director,I,one leg up behind them and they are facing left,10,1
pair56,13,2,director,E,rabbit again,2,1
pair56,14,2,director,G,dancer that is doing the splits again,7,1
pair56,15,2,director,D,one holding the bowl,4,1
pair56,16,2,director,F,slouched or sleeping with knees up,6,1
pair56,17,2,director,H,oval body,2,1
pair56,18,2,director,L,s shape,2,1
pair56,19,2,director,K,kneeling with the small triangle on back could appear to be holding a bowl,14,1
pair56,19,2,director,K,facing right,2,1
pair56,20,2,director,C,YMCA,1,1
pair56,21,2,director,A,head falling of the back,5,1
pair56,22,2,director,J,cliff with the diamond,4,1
pair56,23,2,director,B,kneeling with large rectangle facing right looks like a megaphone is on their mouth,14,1
pair56,24,2,director,I,leg up straight behind them,5,1
pair56,25,3,director,D,holding a bowl facing left,5,1
pair56,26,3,director,A,head falling off back,4,1
pair56,27,3,director,B,megaphone,1,1
pair56,28,3,director,C,YMCA,1,1
pair56,29,3,director,E,rabbit,1,1
pair56,30,3,director,F,slouch,1,1
pair56,31,3,director,I,leg straight behind,3,1
pair56,32,3,director,J,cliff,1,1
pair56,33,3,director,G,dancer,1,1
pair56,34,3,director,L,s,1,1
pair56,35,3,director,H,oval,1,1
pair56,36,3,director,K,kneeling with bowl,3,1
pair56,37,4,director,I,leg out straight behind them,5,1
pair56,38,4,director,C,YMCA,1,1
pair56,39,4,director,D,holding bowl facing left,4,1
pair56,40,4,director,F,slouch,1,1
pair56,41,4,director,H,oval,1,1
pair56,42,4,director,K,kneeling holding bowl,3,1
pair56,43,4,director,E,rabbit,1,1
pair56,44,4,director,B,megaphone,1,1
pair56,45,4,director,J,cliff,1,1
pair56,46,4,director,G,dancer,1,1
pair56,47,4,director,L,s,1,1
pair56,48,4,director,A,heading falling off back,4,1
pair56,49,5,director,K,kneeling with bowl,3,1
pair56,50,5,director,C,YMCA,1,1
pair56,51,5,director,E,rabbit,1,1
pair56,52,5,director,I,leg straight out behind,4,1
pair56,53,5,director,L,s,1,1
pair56,54,5,director,H,oval,1,1
pair56,55,5,director,F,slouch,1,1
pair56,56,5,director,B,megaphone,1,1
pair56,57,5,director,D,holding bowl,2,1
pair56,58,5,director,G,dancer,1,1
pair56,59,5,director,A,head falling off back,4,1
pair56,60,5,director,J,cliff,1,1
pair56,61,6,director,B,megaphone,1,1
pair56,62,6,director,J,cliff,1,1
pair56,63,6,director,E,rabbit,1,1
pair56,64,6,director,F,slouch,1,1
pair56,65,6,director,A,head falling off back,4,1
pair56,66,6,director,G,dancer,1,1
pair56,67,6,director,L,s,1,1
pair56,68,6,director,H,oval,1,1
pair56,69,6,director,I,leg straight behind,3,1
pair56,70,6,director,K,kneeling with bowl,3,1
pair56,71,6,director,D,standing with bowl,3,1
pair56,72,6,director,C,YMCA,1,1
pair57,1,1,director,H,looks like a figure sitting with no arms,8,1
pair57,2,1,director,C,looks like a figure flying,5,1
pair57,3,1,director,I,figure is balancing on 1 foot,6,1
pair57,4,1,director,E,"figure with a right triangle on the bottom left, cant tell what it is",14,0
pair57,5,1,director,G,"looks like a figure who is dancing, bottom is a slanted rectangle",12,1
pair57,6,1,director,D,figure looks like holding something standing,6,1
pair57,7,1,director,K,"looks similar to the last, maybe more so kneeling down,",10,1
pair57,8,1,director,A,"figure looks like a bird, 1 foot on the ground another in the air",14,1
pair57,8,1,director,A,head looks like there is a beak on it,9,1
pair57,9,1,director,B,figure kneeling down with each arm spread out in each direction,11,1
pair57,10,1,director,L,"figure holding something, half kneeling half standing",7,1
pair57,11,1,director,F,figure sitting on ground back to the right side of square,11,1
pair57,12,1,director,J,"figure looks fat, short arm, diamond as a head",9,1
pair57,13,2,director,L,figure holding half stand half kneel,6,1
pair57,14,2,director,H,figure sitting no arms,4,1
pair57,14,2,director,H,sitting up,2,1
pair57,14,2,matcher,H,no legs or legs?,4,1
pair57,14,2,director,H,"no legs, figure is vertical",5,1
pair57,15,2,director,J,no body short arms,4,1
pair57,15,2,director,J,fat body*,2,1
pair57,16,2,director,I,"figure balancing on 1 foot, other foot in the air",10,1
pair57,17,2,director,G,"dancing figure, bottom is slanted rectangle",6,1
pair57,18,2,director,D,standing holding something,3,1
pair57,19,2,director,F,sitting down with legs,4,1
pair57,20,2,director,C,flying,1,1
pair57,21,2,director,K,"holding something, bottom left is a right triangle",8,1
pair57,22,2,director,A,walking zombie,2,1
pair57,22,2,matcher,A,is it the one that looks like it has a beak?,11,1
pair57,23,2,director,B,arms out in both directions,5,1
pair57,24,2,director,E,weird figure that doesn't look like a person,8,1
pair57,24,2,matcher,E,:/ all of them do a little...,7,1
pair57,24,2,director,E,hmm,1,1
pair57,24,2,director,E,its a big right triangle on the bottom,8,1
pair57,24,2,director,E,and,1,1
pair57,24,2,director,E,a square on top of that,6,1
pair57,24,2,director,E,with 2 smaller triangles on top of that,8,1
pair57,25,3,director,K,kneeling down holding something,4,0
pair57,26,3,director,J,fat body short arm,4,1
pair57,27,3,director,H,sitting vertical no arms,4,1
pair57,28,3,director,G,"dancing, slanted rectangle",3,1
pair57,29,3,director,E,weird figure not human,4,0
pair57,30,3,director,A,zombie/bird,1,1
pair57,31,3,director,I,balancing on one foot,4,1
pair57,32,3,director,C,flying,1,1
pair57,33,3,director,F,sitting back on the wall,5,1
pair57,34,3,director,B,kneeling arms out in both directions,6,1
pair57,35,3,director,L,half standing half kneeling,4,1
pair57,35,3,director,L,holding something,2,1
pair57,36,3,director,D,standing holding something,3,1
pair57,37,4,director,J,fat body short arm,4,1
pair57,38,4,director,G,"dancing, slanted rectangle",3,1
pair57,39,4,director,K,"kneeling holding something, bottom is right triangle",7,1
pair57,40,4,director,E,weird figure not human,4,1
pair57,41,4,director,C,flying,1,1
pair57,42,4,director,A,bird/zombie,1,1
pair57,43,4,director,L,half kneel half stand,4,1
pair57,44,4,director,H,sitting vertical no arms,4,1
pair57,45,4,director,B,both arms out,3,1
pair57,46,4,director,F,sitting back on wall,4,1
pair57,47,4,director,I,standing 1 foot,3,1
pair57,48,4,director,D,standing holding something,3,1
pair57,49,5,director,K,"kneeling holding something, bottom is right triangle",7,1
pair57,50,5,director,B,both arms out,3,1
pair57,51,5,director,C,flying,1,1
pair57,52,5,director,H,sitting vertical no arms,4,1
pair57,53,5,director,F,sitting back on wall,4,1
pair57,54,5,director,J,fat body short arm,4,1
pair57,55,5,director,I,standing on 1 foot,4,1
pair57,56,5,director,L,half stand half kneel,4,1
pair57,57,5,director,G,"dancing, slanted rectangle",3,1
pair57,58,5,director,E,not human,2,1
pair57,58,5,director,E,weird figure,2,1
pair57,59,5,director,A,zombie/bird,1,1
pair57,60,5,director,D,standing holding something,3,1
pair57,61,6,director,J,fat body short arms,4,1
pair57,62,6,director,G,dancing slanted rectangle,3,1
pair57,63,6,director,C,flying,1,1
pair57,64,6,director,A,zombie/bird,1,1
pair57,65,6,director,F,sitting back on wall,4,1
pair57,66,6,director,K,"kneeling holding, bottom is right triangle",6,1
pair57,67,6,director,H,sitting vertical no arm,4,1
pair57,68,6,director,L,"half stand half kneel, holding something",6,1
pair57,69,6,director,B,both arms out,3,1
pair57,70,6,director,D,standing holding something,3,1
pair57,71,6,director,E,weird figure,2,1
pair57,72,6,director,I,standing on 1 foot,4,1
pair58,1,1,matcher,C,is there a triangle on it?,6,0
pair58,2,1,matcher,L,are there triangles on it?,5,1
pair58,2,1,director,L,theres a triangle sticking out to the right,8,1
pair58,2,1,director,L,looks like a person with their knees bent to the right,11,1
pair58,3,1,director,D,looks like a person standing with something in their hands facing left,12,1
pair58,4,1,director,B,triangles on left and right and a tilted box on top,11,1
pair58,4,1,director,B,looks kinda like someone is kneeling,6,1
pair58,5,1,director,G,this one kinda weird,4,1
pair58,5,1,director,G,triangle on bottom and top right,6,1
pair58,5,1,director,G,box on top like a head,6,1
pair58,5,1,director,G,shaped like a 'J',4,1
pair58,6,1,director,K,diamond for a head,4,0
pair58,6,1,director,K,pointed triangles sticking right,4,0
pair58,6,1,director,K,looks like someone kneeling again,5,0
pair58,7,1,director,H,"not much sticking out, kinda looks like used tooth paste",10,1
pair58,8,1,director,A,looks like a guy facing left with a leg sticking up,11,1
pair58,9,1,director,J,resembles a bottle with a diamond shaped cap,8,1
pair58,9,1,director,J,flat surface that the diamond is sitting on,8,1
pair58,10,1,director,I,hmm has kinda a t shape,6,0
pair58,10,1,director,I,with lots going on the left side,7,0
pair58,10,1,director,I,2 triangles and a diamond on top,7,0
pair58,11,1,director,E,looks like a mountain side with a cube and 2 triangles on top,13,1
pair58,12,1,director,F,looks like a person sitting down with legs slightly bent,10,1
pair58,12,1,director,F,like leaned up against a wall,6,1
pair58,13,2,director,G,'J' shape again,3,1
pair58,14,2,director,K,person kneeling with 2 diamonds on top,7,0
pair58,15,2,director,I,weird t or y shape with triangles+diamond on left side,10,1
pair58,16,2,director,C,looks like a man with both arms raised into the air,11,1
pair58,16,2,director,C,leaning left,2,1
pair58,17,2,director,E,mountain side with cube and triangles on top,8,1
pair58,18,2,director,D,man holding an object facing left,6,1
pair58,19,2,director,A,man with leg lifted in the air facing left,9,1
pair58,20,2,director,H,used toothpaste again,3,1
pair58,21,2,director,B,man on knees with triangles facing left and right,9,0
pair58,22,2,director,L,bent legs facing right with triangle sticking out,8,1
pair58,23,2,director,F,man sitting up against a wall,6,1
pair58,24,2,director,J,diamond on top a table or head,7,1
pair58,25,3,director,B,triangles facing left and right with diamond on top,9,1
pair58,26,3,director,K,two diamonds on top and 2 triangle sticking right,9,1
pair58,27,3,director,D,man holding an object to the left,7,1
pair58,28,3,director,J,diamond on top head/table,4,1
pair58,29,3,director,L,"knees bent, triangle right, diamond top",6,0
pair58,30,3,director,I,diamond on top two triangles facing left,7,1
pair58,31,3,director,E,"mountain side, diamond 2 triangles",5,1
pair58,32,3,director,C,man with hands in the air,6,1
pair58,33,3,director,A,man with a leg up,5,1
pair58,34,3,director,G,'J' shape,2,1
pair58,35,3,director,F,man sitting against a wall,5,1
pair58,36,3,director,H,used toothpaste,2,1
pair58,37,4,director,I,diamond on top of 2 left triangles,7,1
pair58,38,4,director,J,diamond on top head/table,4,1
pair58,39,4,director,L,man with knees slighty bent,5,1
pair58,39,4,director,L,triangle sticking out right,4,1
pair58,40,4,director,G,'J' shape,2,1
pair58,41,4,director,B,man on knees arms sticking left and right,8,0
pair58,42,4,director,H,used toothpaste,2,1
pair58,43,4,director,C,man with arms in air,5,1
pair58,44,4,director,F,man sitting against wall,4,1
pair58,45,4,director,K,man on knees two diamonds on upper section,8,1
pair58,46,4,director,E,mountainside with cube+2 triangles,4,1
pair58,47,4,director,A,man with leg up,4,1
pair58,48,4,director,D,man with object facing left,5,1
pair58,48,4,director,D,*facing,1,1
pair58,49,5,director,E,mountain side with cube+2 triangles,5,1
pair58,50,5,director,I,diamond on top 2 left triangles,6,1
pair58,51,5,director,B,"man on knees, triangle arms facing both sides",8,0
pair58,52,5,director,H,used toothpaste,2,1
pair58,53,5,director,J,diamond on top head/table,4,1
pair58,54,5,director,A,man with leg up,4,1
pair58,55,5,director,K,man on knees with large triangle right,7,0
pair58,56,5,director,G,'J' shape,2,1
pair58,57,5,director,L,man on knees with large triangle facing right,8,1
pair58,57,5,director,L,same one you chose last time,6,1
pair58,57,5,matcher,L,with the flat bottom?,4,1
pair58,58,5,director,F,man sitting against a wall,5,1
pair58,59,5,director,C,man with arms up,4,1
pair58,60,5,director,D,man with object facing left,5,1
pair58,61,6,director,G,'J' shape,2,1
pair58,62,6,director,C,man with arms in the air,6,1
pair58,63,6,director,B,"man on knees, two triangles left, 1 right",8,0
pair58,64,6,director,E,"mountain side, cube + 2 triangles",6,1
pair58,65,6,director,A,man with a leg up,5,1
pair58,66,6,director,D,man with object facing left,5,1
